 avg_positive_polarity, min_positive_polarity, max_positive_polarity, avg_negative_polarity, min_negative_polarity, max_negative_polarity
0.378636363636,0.1,0.7,-0.35,-0.6,-0.2
0.286914600551,0.0333333333333,0.7,-0.11875,-0.125,-0.1
0.495833333333,0.1,1.0,-0.466666666667,-0.8,-0.133333333333
0.385965171192,0.136363636364,0.8,-0.369696969697,-0.6,-0.166666666667
0.411127435065,0.0333333333333,1.0,-0.220192307692,-0.5,-0.05
0.350609996065,0.136363636364,0.6,-0.195,-0.4,-0.1
0.402038567493,0.1,1.0,-0.224479166667,-0.5,-0.05
0.427720492359,0.1,1.0,-0.242777777778,-0.5,-0.05
0.566666666667,0.4,0.8,-0.125,-0.125,-0.125
0.298412698413,0.1,0.5,-0.238095238095,-0.5,-0.1
0.404480068543,0.1,1.0,-0.415064102564,-1.0,-0.1
0.435,0.2,0.7,-0.2625,-0.4,-0.125
0.375510204082,0.2,0.7,-0.310416666667,-0.6,-0.05
0.4575,0.16,1.0,-0.337888888889,-0.7,-0.1
0.249090909091,0.136363636364,0.5,-0.13869047619,-0.1875,-0.05
0.343070409982,0.05,0.6,-0.220149911817,-0.6,-0.05
0.504528985507,0.1,1.0,-0.401436781609,-1.0,-0.05
0.381847319347,0.0333333333333,1.0,-0.144642857143,-0.2,-0.1
0.277777777778,0.0333333333333,0.5,-0.125,-0.125,-0.125
0.426568491033,0.1,1.0,-0.226785714286,-0.5,-0.05
0.408244716068,0.1,1.0,-0.206547619048,-0.5,-0.05
0.15,0.05,0.35,-0.108333333333,-0.166666666667,-0.05
0.416342998087,0.1,1.0,-0.230263157895,-0.5,-0.05
0.281060606061,0.1,0.6,0.0,0.0,0.0
0.292424242424,0.136363636364,0.433333333333,-0.456481481481,-1.0,-0.125
0.295238095238,0.25,0.35,-0.116666666667,-0.2,-0.05
0.556558441558,0.1,1.0,-0.263888888889,-0.5,-0.125
0.417415200833,0.05,1.0,-0.202291666667,-0.5,-0.05
0.333297258297,0.136363636364,0.6,-0.1775,-0.3125,-0.125
0.340572181442,0.0333333333333,1.0,-0.213888888889,-0.6,-0.1
0.291941391941,0.1,1.0,-0.244444444444,-0.5,-0.05
0.298032849503,0.1,0.6,-0.341666666667,-0.8,-0.1
0.438908128908,0.136363636364,1.0,-0.177777777778,-0.4,-0.00833333333333
0.419438894439,0.05,1.0,-0.229166666667,-0.4,-0.1
0.422181818182,0.1,1.0,-0.4,-0.4,-0.4
0.400550964187,0.136363636364,0.5,-0.320138888889,-0.5,-0.125
0.421472119151,0.0333333333333,1.0,-0.230263157895,-0.6,-0.05
0.360416666667,0.0333333333333,0.6,-0.392857142857,-0.5,-0.125
0.394523809524,0.1,0.7,-0.2328125,-0.6,-0.05
0.545454545455,0.1,1.0,0.0,0.0,0.0
0.41857984608,0.0625,1.0,-0.214880952381,-0.5,-0.05
0.412121212121,0.136363636364,0.6,0.0,0.0,0.0
0.403363745959,0.1,1.0,-0.214880952381,-0.5,-0.05
0.423737908182,0.05,1.0,-0.269736842105,-0.5,-0.05
0.419440517289,0.1,1.0,-0.222916666667,-0.5,-0.05
0.366666666667,0.2,0.5,-0.3,-0.3,-0.3
0.403010936432,0.0333333333333,1.0,-0.236111111111,-0.5,-0.05
0.427462121212,0.1,0.85,-0.363888888889,-0.8,-0.125
0.39068524971,0.1,1.0,-0.205740740741,-0.5,-0.05
0.404108170311,0.1,1.0,-0.231547619048,-0.5,-0.05
0.258333333333,0.1,0.5,-0.4,-0.4,-0.4
0.413517593518,0.05,1.0,-0.204901960784,-0.5,-0.05
0.42623760206,0.1,1.0,-0.231547619048,-0.7,-0.05
0.362954545455,0.1,1.0,-0.215476190476,-0.5,-0.1
0.417055465368,0.1,1.0,-0.212354497354,-0.5,-0.05
0.337964876033,0.05,0.7,-0.225793650794,-0.4,-0.125
0.357269119769,0.05,0.6,-0.338888888889,-1.0,-0.05
0.353939393939,0.0333333333333,0.7,-0.4,-0.4,-0.4
0.312897609637,0.1,0.7,0.0,0.0,0.0
0.257251082251,0.1,0.5,-0.290476190476,-0.4,-0.0714285714286
0.410137858174,0.1,1.0,-0.219444444444,-0.5,-0.05
0.291258741259,0.1,0.6,0.0,0.0,0.0
0.412062957619,0.1,1.0,-0.215384615385,-0.5,-0.05
0.222137632482,0.0333333333333,0.5,-0.189409722222,-0.4,-0.125
0.408075301891,0.1,1.0,-0.215,-0.5,-0.05
0.280465367965,0.05,0.6,-0.172395833333,-0.4,-0.1
0.178917748918,0.1,0.333333333333,-0.150925925926,-0.4,-0.05
0.316468253968,0.0333333333333,0.8,-0.188888888889,-0.3,-0.125
0.416919191919,0.0333333333333,1.0,-0.166666666667,-0.2,-0.133333333333
0.322272727273,0.1,0.75,-0.1,-0.1,-0.1
0.35841609371,0.1,1.0,-0.310185185185,-0.5,-0.1
0.373083778966,0.1,1.0,-0.260416666667,-0.5,-0.125
0.335294117647,0.1,0.5,-0.28,-0.4,-0.2
0.536111111111,0.1,1.0,-0.2375,-0.25,-0.2
0.414875687376,0.1,1.0,-0.213461538462,-0.5,-0.05
0.360969387755,0.1,0.8,-0.130357142857,-0.2,-0.05
0.359417552145,0.0333333333333,1.0,-0.372619047619,-0.7,-0.0714285714286
0.39494047619,0.0625,1.0,-0.257738095238,-1.0,-0.1
0.372304679448,0.0333333333333,1.0,-0.316666666667,-0.8,-0.15
0.363888888889,0.166666666667,1.0,-0.366666666667,-0.8,-0.1
0.299597763348,0.1,0.5,-0.176128472222,-0.7,-0.05
0.412121212121,0.136363636364,0.8,-0.15,-0.15,-0.15
0.322211122211,0.136363636364,0.5,-0.278472222222,-0.5,-0.05
0.35854978355,0.1,0.5,-0.235,-0.5,-0.1
0.28538961039,0.136363636364,0.4,-0.3,-0.3,-0.3
0.422571548822,0.1,1.0,-0.198039215686,-0.5,-0.025
0.516666666667,0.25,1.0,-0.497916666667,-0.6,-0.1875
0.298582251082,0.0625,0.8,0.0,0.0,0.0
0.381027588231,0.0625,1.0,-0.258263888889,-1.0,-0.025
0.422460402343,0.1,1.0,-0.222916666667,-0.5,-0.05
0.419490920335,0.1,1.0,-0.222916666667,-0.5,-0.05
0.344652406417,0.0333333333333,0.8,-0.408333333333,-0.7,-0.125
0.453333333333,0.16,0.6,-0.1625,-0.2,-0.125
0.28389540567,0.0333333333333,0.7,-0.349404761905,-0.5,-0.2
0.369680417622,0.0333333333333,1.0,-0.233428571429,-1.0,-0.0714285714286
0.318465909091,0.1,0.5,-0.130555555556,-0.166666666667,-0.1
0.492361111111,0.1,1.0,-0.502083333333,-1.0,-0.15
0.429110442403,0.1,1.0,-0.295666666667,-0.8,-0.05
0.376352813853,0.0625,1.0,-0.349831649832,-1.0,-0.075
0.452314814815,0.1,0.8,-0.283333333333,-0.4,-0.166666666667
0.341666666667,0.1,0.5,-0.48125,-1.0,-0.3
0.430408850409,0.1,1.0,-0.210119047619,-0.5,-0.05
0.43958133191,0.1,1.0,-0.213461538462,-0.5,-0.05
0.422391173641,0.1,1.0,-0.187324929972,-0.5,-0.05
0.331475468975,0.1,0.7,-0.193055555556,-0.5,-0.05
0.345730027548,0.0333333333333,1.0,-0.283333333333,-0.5,-0.1
0.459168747919,0.0333333333333,1.0,-0.260763888889,-0.6,-0.125
0.254545454545,0.1,0.5,-0.1875,-0.4,-0.1
0.454978354978,0.0333333333333,1.0,-0.3,-0.3,-0.3
0.415878332194,0.1,1.0,-0.2625,-0.5,-0.05
0.342803030303,0.0333333333333,1.0,-0.170138888889,-0.3,-0.1
0.283333333333,0.1,0.7,-0.118518518519,-0.155555555556,-0.1
0.377777777778,0.1,1.0,-0.433333333333,-0.5,-0.3
0.4440625,0.1,1.0,-0.320833333333,-1.0,-0.0333333333333
0.414828860029,0.1,1.0,-0.267647058824,-1.0,-0.025
0.368598068598,0.136363636364,0.6,-0.343939393939,-0.8,-0.05
0.275267379679,0.1,0.5,-0.52380952381,-1.0,-0.166666666667
0.325284090909,0.136363636364,1.0,-0.347619047619,-0.7,-0.166666666667
0.353209109731,0.0333333333333,0.8,-0.21164021164,-0.5,-0.0714285714286
0.15,0.1,0.2,-0.2,-0.2,-0.2
0.385884353741,0.1,0.7,-0.45625,-0.8,-0.1
0.449350649351,0.214285714286,0.8,-0.125,-0.125,-0.125
0.320454545455,0.136363636364,0.5,0.0,0.0,0.0
0.352697756789,0.1,1.0,-0.322222222222,-0.5,-0.155555555556
0.3,0.1,0.7,-0.110416666667,-0.166666666667,-0.05
0.161478045764,0.0333333333333,0.35,0.0,0.0,0.0
0.381403508772,0.1,1.0,-0.408333333333,-0.6,-0.125
0.285714285714,0.285714285714,0.285714285714,-0.125,-0.125,-0.125
0.333333333333,0.2,0.6,-0.482142857143,-0.714285714286,-0.25
0.31,0.1,1.0,-0.283333333333,-0.4,-0.166666666667
0.250063131313,0.0333333333333,1.0,-0.413333333333,-0.8,-0.1
0.431277674706,0.1,1.0,-0.288333333333,-1.0,-0.05
0.410832208917,0.0625,1.0,-0.222916666667,-0.5,-0.05
0.3,0.1,0.5,-0.32619047619,-0.4,-0.178571428571
0.420512630829,0.1,1.0,-0.215384615385,-0.5,-0.05
0.381417748918,0.1,1.0,-0.300432900433,-0.8,-0.0714285714286
